Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C8 CT CQ ST H8 H9 HJ HK D7 DQ","SQ D9",false,1,"D7:0, DK:98, DA:98, S7:100, ST:0, SK:100, C7:100, C9:95, C8:3, CJ:98, CT:3, CA:95, DJ:95, DT:73, DQ:0",20448,Declarer
"C8 CJ S8 SQ SA H7 HT HJ D9 DT","SJ H9",false,1,"H7:0, CA:100, HA:100, D8:100, D9:0, DK:100, C7:98, CK:100, CJ:0, H8:100, HT:0, D7:100",14989,Declarer
"C8 CK S8 ST SK H8 HT D8 DQ DK","SJ SA",false,1,"S7:100, S8:0, SQ:100, C7:100, CQ:100, C8:0, D7:100, D8:0, DJ:100, H7:100, H9:100, H8:3, HK:95, HT:3, HQ:90, D9:93, DQ:0, DT:100",20605,Right
"C9 CT CJ CQ CA ST H7 DT DQ DK","SJ DA",false,1,"D7:100, DT:0, D8:100",3771,Right
"C7 CT CA S8 S9 SJ SQ H7 H9 DQ","CQ DK",false,1,"D8:100, DT:95, DQ:0",5200,Left
"CT CJ S9 SJ SQ SA HT HQ HK DJ","HJ DQ",false,1,"S7:100, ST:100, S9:0, H7:100, HT:0, H8:100",7400,Left
"C8 C9 CT CK CA S7 S8 SK H9 D7","C7 SQ",false,1,"S9:98, SJ:98, S8:3, H7:100, H9:8, H8:100",13330,Left
"C8 CJ CA S9 SA HA DT DJ DQ DA","S8 SK",false,1,"C8:0, CQ:100, CK:100, H7:100, HA:0, H9:100",7487,Declarer
"C9 CT CJ CA S8 S9 SK D8 DT DK","H8 H9",false,1,"D7:100, DJ:95, DT:3, D9:100, D8:3, DA:98, C7:98, CK:93, CJ:0, ST:98, S9:3, SA:93, HK:100, HQ:93, DK:13, S7:100, HA:100, S8:0",21490,Left
"C8 CA S7 SK H7 H9 HQ HA DT DJ","C9 CQ",false,1,"H7:0, HJ:100, HK:98, H8:100, H9:0, HT:98, D7:98, DA:95, DJ:0, S9:100, S7:0, SJ:100, S8:98, SQ:88, SK:0",18614,Declarer
"CT S7 S9 SJ SQ SA H7 HJ D7 DA","C9 H9",false,1,"C8:100, CT:0, CA:100, S8:100, ST:98, S9:0, HQ:98, HJ:3, HK:98, D9:100, DJ:88, D7:3, SK:75, SQ:0, CQ:95, D8:35, DA:0, DQ:100",25007,Right
"C8 CJ CQ H9 HJ HQ D8 DT DJ DA","SQ H7",false,1,"DQ:98, DK:90, DJ:3, H8:100, H9:0, HA:100, C7:90, CT:100, C8:5, S7:93, DA:0, SA:83, C9:78, SJ:100, CJ:0",20200,Left
"C9 S7 S9 SQ H8 HQ HA DJ DK DA","SA DT",false,1,"D7:100, DJ:0, DQ:100, C7:100, CK:100, C9:0, C8:100, DA:0, CA:95, ST:100, SK:93, SQ:0, S8:85, S7:0, SJ:88, D8:83, D9:100, DK:0",21288,Right
"C8 CT S9 SJ SK H7 H9 HJ HQ DQ","D7 DA",false,1,"DT:98, DQ:0, D8:100",4680,Right
"CT CK S8 S9 ST SK H8 H9 DT DK","C9 CQ",false,1,"S8:0, SJ:98, SA:100, HJ:100, H9:0, HA:100, D7:100, DQ:100, DT:0, C7:98, CT:0, CA:93, D8:88, HK:100, DK:0",17926,Declarer
"C7 CA SJ SQ H9 HT HQ HA D8 DJ","ST D7",false,1,"H7:100, H9:0, HJ:100, S8:100, S9:95, SJ:0",6496,Right
"C7 C9 S9 SJ H7 HQ HK D7 D8 DA","CQ HT",true,0,"CT:95, CJ:100, C9:0, S7:98, S9:3, SA:90, DQ:95, DJ:100, D8:0, CK:88, C8:100, C7:3, SQ:85, ST:83, SJ:13, SK:80, S8:38, DA:25, H8:75, HA:52, HK:50, D9:50, D7:80, DK:63, H9:52, HJ:23, H7:70, DT:0, HQ:100, CA:0",35494,Left
"CJ CA S9 SK HQ HK HA D8 DQ DA","CK S7",false,1,"D8:0, D9:100, DK:100, H9:98, HQ:0, H8:100",6608,Declarer
"C8 CT CJ CQ CK ST SA HK D7 D8","SK DT",false,1,"C7:100, CA:100, CK:0, H7:100, HK:0, HT:100",6295,Left
"C7 C8 CT S7 H7 D7 D8 DT DQ DA","SK HT",true,0,"H8:98, H7:100, HK:100, S8:98, SQ:93, S7:100, C9:95, C8:100, CA:100, S9:98, SJ:88, DA:100, HJ:48, DQ:100, H9:5, CK:28, CT:100, CQ:0, ST:3, DT:100, SA:0, D9:0, DJ:5, D8:100, HQ:0, D7:100, DK:0, HA:0, C7:100, CJ:0",41496,Right
"C9 CT CK S8 ST H9 HT HJ DJ DQ","H7 D7",false,1,"S8:0, SA:100, SJ:98, H8:100, HQ:100, HJ:0, S7:98, ST:0, SK:100, C7:93, C8:100, C9:0",13802,Declarer
"ST SJ SK H9 HT HJ HK D8 DT DJ","CQ HA",false,1,"C7:100, HK:0, CK:98, D7:100, DQ:100, DJ:0, S7:93, ST:0, SQ:98, DK:98, SA:80, DT:0, D9:100, CA:78, D8:3, H7:83, HQ:78, HJ:5, S8:80, SJ:0, H8:100",22096,Right
"C8 C9 CT CK S7 ST SK H8 H9 DK","C7 DT",false,1,"H7:100, HT:98, H9:0, CJ:95, CT:0, CA:100, D7:98, D8:90, DK:0",8908,Left
"C7 C9 CJ CQ SJ H9 HJ DT DJ DA","H8 HT",false,1,"C7:0, CA:100, CT:100, S8:100, S7:100, SJ:0",5391,Declarer
"C8 CT CQ CK CA S7 S9 SQ H8 DT","C9 H9",false,1,"C7:100, CT:8, CJ:100, H7:95, HT:100, H8:23, S8:98, S7:30, HA:98, ST:100, S9:0, DA:98, SJ:100, SQ:0, D8:100",16881,Right
"C7 S9 ST SK SA HQ HK HA D8 D9","DJ DQ",false,1,"C7:0, CK:98, CA:100, D7:100, D8:0, DA:100, S8:100, S7:100, S9:0",7326,Declarer
"C9 CQ CK S9 SJ HK HA D7 D8 DA","SQ DQ",false,1,"D7:0, DK:100, DT:98, C7:100, CJ:100, C9:0, H7:100, HK:0, H9:100",8191,Declarer
"C9 S7 S9 SK SA H7 HT D7 DJ DQ","C8 DT",true,0,"D8:100, DA:100, DQ:15, S8:100, S7:10, SJ:98, D9:100, HK:98, D7:0, HJ:93, HQ:88, HT:5, CT:90, C9:5, CA:80, DK:90, CK:58, DJ:70, C7:52, CJ:60, SA:85, H8:63, H7:98, HA:38, ST:30, SQ:48, S9:100, H9:0, SK:100, CQ:0",28292,Left
"C8 CT CQ S8 S9 SK SA H9 HQ DT","CK D8",false,1,"S8:0, SQ:100, CA:100, S7:100, DA:100, S9:0",5505,Declarer
"C7 C8 CT CJ S8 S9 SJ H7 HJ HQ","D7 D9",false,1,"D8:100, HQ:5, DA:90, ST:98, SA:95, SJ:8, CQ:98, CJ:15, CA:83, H8:73, HT:100, H7:28, S7:100, S8:52, DT:100",16685,Right
"C8 CT CQ CA S7 SQ H9 D8 DT DQ","SA HK",false,1,"D7:100, D8:3, DA:100, C7:100, CK:100, CQ:3, H7:100, H9:3, H8:100",8407,Right
"C7 C8 C9 CJ S9 SQ HT HA DK DA","S8 ST",false,1,"C7:0, CA:100, CK:100, D7:100, DQ:100, DK:0",5298,Declarer
"C9 CQ S8 S9 SQ SK SA H8 D7 DJ","CT D8",false,1,"C7:100, CJ:100, C9:3, H7:100, H8:3, HQ:98, D9:100, DA:93, DJ:13, ST:93, S9:8, SJ:93, H9:93, HA:75, CQ:30, DQ:80, D7:25, DT:50, S7:75, S8:0, C8:100",21094,Left
"C9 S7 SQ SK HJ HQ HK D7 D9 DT","H7 DA",false,1,"C7:100, C8:100, C9:0",2606,Left
"C9 CQ S7 S8 SJ H8 HK D7 DT DJ","CJ HQ",false,1,"C7:100, C9:0, CA:100, S9:98, SK:98, SJ:3, HA:95, HK:3, HJ:98, D8:95, D7:3, DK:95, SA:95, SQ:75, S8:5, D9:80, DA:75, DJ:13, C8:73, CQ:18, H7:100",19108,Right
"CT CJ S8 SJ H8 HK D7 D8 D9 DK","SA HQ",false,1,"D7:0, DA:98, DJ:100, C7:98, CA:100, CJ:0, S7:100, S8:0, SQ:98, C9:95, C8:100, CT:0",10682,Declarer
"C7 C9 CK CA S8 SJ SQ HJ HQ DK","H7 DT",false,1,"H8:95, HJ:0, HA:100, D7:100, DJ:95, DK:0",5122,Right
"C9 CJ CQ CA S8 ST H7 D8 DT DQ","S7 HT",false,1,"C7:100, DA:100, C9:0",2375,Left
"C7 CJ S8 ST SQ SA HJ HQ DQ DA","C8 CK",false,1,"D9:100, DQ:0, D7:100",3504,Right
"C9 CK CA S8 S9 SK DT DQ DK DA","ST D8",false,1,"S7:100, SA:100, SK:0, H7:95, DA:0, HK:93, C7:95, CQ:88, C9:0, CT:85, CK:0, C8:100",10204,Left
"C7 CJ ST SJ SK H7 HQ HA DQ DA","D9 DJ",false,1,"D7:100, DQ:0, DK:100, D8:98, SA:100, DA:0",6396,Right
"C7 C9 CK S9 ST SK H7 HA DT DJ","S7 DK",false,1,"D8:98, DT:0, D7:100",5594,Right
"C9 CT CA ST SK HT HJ D7 D8 DJ","HK DA",false,1,"C7:100, CJ:100, CT:0, S7:100, ST:0, SA:100, H8:98, H7:98, HT:0",8722,Left
"C7 CA S8 S9 SJ SQ H7 H8 H9 DT","CT S7",false,1,"D7:100, DT:0, DA:90, ST:93, SA:95, SQ:0, C9:93, C7:3, CQ:98, SK:90, DK:90, SJ:0, C8:65, CK:70, CA:0",13478,Right
"CT CQ S7 SJ SQ SA H9 HA DJ DA","HT D7",false,1,"C7:100, CT:0, C9:100",2607,Right
"CJ CQ CK CA ST H7 H8 HA D9 DQ","SQ HT",false,1,"D7:100, DK:100, DQ:0, S7:100, ST:0, S9:100",6011,Left
"CJ CQ S8 S9 ST SQ H8 H9 HQ D7","C7 HA",false,1,"D8:100, D7:0, DA:100, S7:100, SA:95, SQ:3, C8:90, CJ:0, C9:100",7599,Right
"CK CA S7 S8 ST SJ HQ D8 DJ DK","CQ H9",false,1,"S7:0, SA:100, SK:100, H8:98, HT:100, HQ:0",4983,Declarer
"C7 CT CQ H7 H9 HK HA D7 DT DA","C8 ST",true,0,"D8:100, D7:5, DK:100, H8:100, HQ:95, H9:8, HT:98, H7:3, HJ:98, S7:95, S9:98, DA:58, DJ:8, DT:75, D9:35, S8:0, CQ:100, SA:43, SJ:35, SK:0, CT:100, CJ:38, C7:100, CA:30, C9:33, CK:0, HA:100, DQ:0, HK:100, SQ:0",22200,Right
"C8 CJ CQ ST SQ SK H7 D7 D8 DA","H8 HQ",false,1,"D7:0, DJ:100, DK:98, S8:95, ST:0, S7:100",4524,Declarer
"C9 CQ S7 SK HT HK HA D7 D9 DT","C7 D8",false,1,"C8:98, CA:95, CQ:0, H7:100, HT:0, HQ:100, S9:95, ST:95, S7:0, DQ:98, DT:0, DA:85, CT:90, CK:88, C9:0, H8:85, HK:0, H9:100",15089,Left
"C7 C9 CK CA ST SJ SQ HQ D7 D9","S9 DQ",false,1,"S8:98, S7:100, ST:0",3195,Left
"C7 CT CK S8 SK H7 HK D8 DT DA","S9 HJ",false,1,"C8:100, CA:100, CK:0, ST:95, S8:0, SJ:98, S7:98, SQ:95, SK:0",10001,Left
"CT CK CA S7 S9 HT HQ D7 DQ DK","H7 HK",false,1,"S8:100, S7:0, SA:100, H8:100, H9:98, HT:0",6281,Right
"C8 CA S9 SJ HJ HA D8 DT DQ DK","CK D7",false,1,"H7:100, HK:100, HJ:0, S7:100, S9:0, SA:100, C7:100, CQ:95, C8:0, H8:100, HA:0, HT:100",15227,Left
"C8 CJ CQ CK S7 SJ HA D8 DK DA","C7 SA",false,1,"D9:100, DQ:100, D8:0, H7:98, HA:0, HJ:100",12171,Left
"C7 CJ CK S9 ST SK HT HQ HA D9","SJ DJ",false,1,"H7:98, HK:98, HQ:0, S7:100, S9:0, SA:98, C8:100, CA:90, CK:0, D8:100, D9:0, D7:100",14917,Left
"C9 CT S9 ST SA H9 HT HJ HK DT","C7 DQ",false,1,"H9:0, DA:95, HA:100, S7:100, S9:0, S8:100",9882,Declarer
"C7 CT CK CA ST H8 H9 HK HA DK","H7 D8",false,1,"C8:100, CQ:98, CT:0, S7:100, ST:0, S9:100",8309,Left
"C8 CJ CQ CA ST SJ H8 H9 HK D7","S7 SA",false,1,"C7:100, CK:98, CQ:0, DT:98, D7:0, DA:100, S8:95, S9:95, ST:0",12299,Left
