Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C7 CJ S7 S8 ST SJ H8 D7 D8 DA","HQ HK",true,0,"S7:8, SA:95, HA:100, S9:98, DK:100, S8:18, SQ:88, CQ:98, SJ:15, DT:83, D9:100, D8:18, H9:73, HJ:95, H8:38, C8:93, C7:30, CA:80, SK:65, CT:68, ST:50, HT:58, H7:85, CJ:90, DJ:55, DQ:60, D7:100, C9:58, DA:100, CK:0",34444,Declarer
"CK S9 ST SK SA H8 H9 HQ D8 DK","SJ HJ",false,1,"C7:100, CK:0, C9:100",5590,Right
"CT CJ S9 SJ H7 HQ HK HA DT DK","SK DA",false,1,"D7:100, DQ:100, DT:0, C7:98, CT:0, CK:100, H9:100, H8:100, H7:0, C9:100, C8:93, CJ:0",14099,Left
"C7 CJ CA SK H7 HT HK HA D8 D9","S9 H9",false,1,"H8:93, H7:0, HQ:100, S7:100, SA:100, SK:5, DT:98, D9:5, DA:93, C9:98, C8:98, C7:8, HJ:100, CK:93, HT:0, S8:63, SJ:80, D8:15, DJ:78, HA:15, D7:58, CT:100, CJ:0, ST:100",27408,Right
"C8 CJ SQ H7 H9 HJ HK DJ DQ DK","CA D7",false,1,"C7:100, C9:100, C8:0, H8:100, H7:0, HT:100, D8:100, DA:98, DK:0, CQ:100, CJ:0, CK:93, D9:95, HA:95, DJ:0",17904,Left
"C7 C9 CQ S7 SQ HA D9 DT DJ DQ","CK ST",false,1,"H9:100, HK:98, HA:0",5798,Left
"C7 CT CJ CA S9 SJ SK HK HA D7","S8 HQ",false,1,"C7:0, CK:100, CQ:93, S7:100, SA:100, SK:0, H7:95, HK:0, HT:100",11192,Declarer
"S9 SJ SQ SK HT HQ HK D9 DJ DA","D8 DQ",false,1,"H7:100, HT:0, H8:100",3479,Right
"CJ CK CA S7 S8 SQ SK D9 DT DA","SJ D8",false,1,"S7:0, SA:100, ST:100, DJ:100, DK:98, DT:0, C8:100, CJ:0, C7:100",10321,Declarer
"C7 C8 CT S7 S8 SK H7 H8 HQ HK","CQ D7",true,0,"C9:100, C8:30, CA:93, H9:95, HA:95, HK:58, D8:98, SK:100, DK:73, HT:45, HJ:83, H8:100, S9:68, S8:100, SA:18, SJ:15, ST:38, S7:100, CJ:5, DA:3, CT:100, DT:0, DQ:0, HQ:100, D9:0, H7:100, DJ:0, CK:0, SQ:0, C7:100",41593,Right
"C7 C8 C9 CQ ST SK H7 HJ HK DJ","SJ D9",false,1,"D7:100, DK:98, DJ:0, S7:98, ST:0, S9:100",6995,Left
"CT CK S9 ST SQ H7 HA D7 D9 DQ","HQ DJ",false,1,"H8:98, DA:100, H7:0, S8:100, S7:98, S9:0",7609,Left
"CJ CQ CK SA HQ HK D7 D9 DQ DK","CA HA",false,1,"C7:100, C8:100, CJ:0",3491,Left
"CJ S7 S9 SQ SK H7 H9 HK DT DJ","HJ DQ",false,1,"H7:0, HQ:90, HA:100, C7:100, CJ:0, CT:100",8295,Declarer
"C7 CT CK CA S7 SK H7 H8 DQ DK","SQ D8",false,1,"S8:98, SJ:98, S7:0, C8:98, C7:0, CQ:98, D9:100, DT:100, DQ:0",10192,Left
"C8 CJ CQ CA S7 H9 HK D8 D9 DJ","C7 H8",false,1,"H7:100, H9:0, HA:100, S9:100, ST:100, S7:0, C9:93, C8:3, CT:98, D7:100, DQ:93, DJ:3, HT:85, HK:0, HJ:100",17320,Right
"C7 CT CA ST H7 HT HJ HA D9 DJ","CJ HK",false,1,"D7:98, DA:100, DJ:0, C8:100, C7:0, CK:100, S7:98, S9:100, ST:0",13396,Left
"C8 C9 CT CJ SA H7 H8 HT HJ D7","CK DA",true,0,"DT:93, D7:0, DK:100, C7:100, CA:98, CJ:0, DQ:98, SA:100, DJ:93, S8:83, HJ:100, SJ:43, S7:33, SK:5, CT:100, HQ:8, HT:100, HK:13, H9:8, HA:0, H8:100, S9:0, C9:100, CQ:0, ST:0, C8:100, D9:0, SQ:0, H7:100, D8:0",39782,Right
"C8 CT CJ SA H7 D8 D9 DT DQ DA","SJ HA",false,1,"C7:100, CK:98, CJ:0, H8:100, H7:0, CA:98, S7:100, SA:0, S9:100",9913,Left
"CT CJ CQ H7 H8 H9 HT D8 DT DQ","S9 HA",false,1,"H7:0, SA:100, HK:93, HJ:90, HT:0, SQ:98, SJ:75, CQ:5, S8:98, HQ:80, H9:3, S7:98, DK:68, DQ:8, D9:93, DA:65, DT:13, DJ:83, C7:58, CT:10, C8:100",25505,Declarer
"C9 CT CJ S9 SK H7 H8 H9 HT DK","ST DQ",false,1,"D7:100, DK:0, D8:100",3094,Right
"C8 CT CQ S8 SK SA HJ HQ HA DK","C9 DJ",false,1,"S8:0, SQ:98, ST:100, D7:100, DA:100, DK:0, H7:100, HJ:0, HT:100",10301,Declarer
"C9 SJ SA H7 H9 HT HQ D8 DQ DA","CQ SQ",false,1,"S7:100, SJ:0, S9:100",2984,Right
"CJ CK CA H9 HJ HA D8 DT DQ DK","CT D9",false,1,"D8:0, DA:100, SA:100, C7:100, C9:100, CJ:0",6294,Declarer
"C8 S9 SJ SA H7 H8 HQ D7 D8 DT","C7 DJ",false,1,"H9:98, H8:3, HK:98, C9:95, CQ:88, C8:0, D9:98, D8:5, DA:95, S7:88, SQ:93, SJ:5, HT:93, H7:8, HJ:73, S8:78, CA:98, S9:0",22303,Right
"C8 CJ CK CA S8 S9 H7 H8 HK HA","ST D8",false,1,"S7:100, SK:100, S9:0, H9:98, H8:5, HQ:98, D7:93, DQ:100, CA:8, HJ:98, H7:3, HT:90, SQ:100, S8:25, SJ:50, C7:100, C8:20, DT:100",20794,Left
"C7 C9 CT CJ CQ S7 S8 SA HT DA","H7 HJ",false,1,"D7:100, DQ:93, DA:0",3803,Left
"C7 CJ ST SK H8 HT HK D9 DQ DA","S7 H7",false,1,"C8:100, CA:95, CJ:0, DT:98, D9:0, DJ:100, D7:100, DK:95, DQ:0, S8:98, ST:0, SJ:95, C9:95, CK:68, C7:3, S9:70, SK:0, D8:100",17820,Left
"CT CK CA S8 ST HK HA D8 DQ DA","H7 HQ",false,1,"S8:0, SK:100, SA:100, D7:95, D8:0, DJ:100, H9:100, HJ:93, HK:0",9602,Declarer
"C9 CQ CK CA SK H9 HA D8 DJ DA","CT SQ",false,1,"D7:100, D8:0, DQ:100, S7:95, S8:100, SK:0",6581,Right
"C8 C9 CA S8 SJ SA HT HA DT DJ","S7 HK",false,1,"C7:100, C8:0, CK:100, D8:100, DK:100, DJ:0, ST:95, S8:0, SK:98, D9:95, DQ:98, DT:0, H7:98, HT:0, H9:100",16017,Right
"C9 CQ CA SA H9 HT HA D7 D8 DA","CK H8",false,1,"S7:95, SK:100, SA:0",4795,Left
"C7 S9 ST SJ H7 H9 HJ HK HA D7","CJ DK",false,1,"S9:15, S8:100, SA:100, DQ:90, D7:33, DJ:98, CT:100, C7:55, CK:98, D8:95, DA:93, SJ:75, S7:60, ST:80, C8:100",21200,Declarer
"C7 C8 S8 SQ HJ HQ D8 DJ DK DA","CJ CA",false,1,"H7:100, H8:95, HJ:0",4404,Left
"CJ CK CA S7 ST SQ SK HK D7 DJ","CT H9",false,1,"C7:100, CJ:0, C8:100",3695,Right
"C7 CT CJ CA S7 H7 H8 HT D8 DA","SK HQ",false,1,"S8:100, SQ:95, S7:0, D7:100, D8:0, DQ:98, DT:98, D9:100, DA:0",11904,Left
"CT CJ S9 ST SJ SK HJ D7 DJ DK","CA SA",false,1,"H7:98, HJ:0, HA:100, S7:100, S8:100, S9:0",5704,Right
"C7 SJ SA H8 HT HQ HA D9 DQ DA","D8 DK",false,1,"D7:100, D9:0, DJ:95, S7:100, ST:98, SJ:0",6170,Right
"CT CJ S7 S9 ST HT HJ HK D7 D9","C7 SQ",false,1,"S7:0, SA:100, SK:100, S8:100, HA:100, S9:0",7009,Declarer
"C7 CQ S7 S8 SA HQ D8 DT DJ DQ","HT DA",false,1,"S7:0, SQ:100, SK:100, H7:100, HQ:0, H8:100",6596,Declarer
"CT CJ CQ CA S9 SK H7 HK HA D8","C7 S8",false,1,"C8:98, DK:100, CT:0",4892,Left
"C7 CT SJ SQ H7 HJ HA D7 DT DQ","CJ S7",false,1,"C7:0, CA:100, CQ:98, S9:98, SK:98, SQ:0, S8:100, SJ:0, SA:98, C8:93, C9:95, CT:0",15095,Declarer
"C7 C8 CJ CK S9 SJ SK H7 H9 DJ","S8 DK",false,1,"H7:3, HA:100, HK:98, S7:100, SA:93, SK:0, ST:95, S9:3, SQ:98, CT:98, C9:90, C8:0, D7:85, CA:100, DJ:0",18921,Declarer
"C7 CJ CQ CK S7 S8 SK H7 HA DJ","CA DT",false,1,"S9:100, S8:0, SQ:100, D7:100, DA:100, DJ:0, H9:93, H7:0, HJ:100, C8:98, DK:95, C7:0, C9:100, SA:98, CJ:0",17490,Right
"C9 CT CQ S7 S8 ST SK H8 D7 DQ","CJ HA",false,1,"HT:98, HK:100, H8:5, H7:100, DQ:5, HQ:100, C7:95, CK:95, CQ:28, S9:100, S8:48, SA:98, DT:90, D9:88, D7:55, DJ:93, D8:58, CT:88, C8:85, DA:100, C9:0",24908,Left
"C8 C9 CJ CK SQ SK SA H9 HJ DA","CQ SJ",false,1,"C8:0, C7:98, CA:100, D7:98, DA:0, DT:100",6777,Declarer
"C9 CT CA SJ SQ SA H8 D7 D9 DQ","CJ SK",false,1,"D7:0, DA:100, DK:100, S8:98, ST:100, SJ:0",7315,Declarer
"C7 CK S8 SJ SQ H7 HQ HA D9 DK","SK HK",false,1,"D7:100, DA:100, DK:0, C8:100, C7:0, CT:98, S7:100, ST:100, S8:0, S9:95, SJ:0, SA:88, H8:90, HJ:90, H7:3, D8:85, D9:3, DQ:90, H9:75, CA:95, HQ:0",22396,Left
"C8 CK S8 S9 H7 H8 HQ HK DT DJ","S7 DK",false,1,"H7:0, HJ:100, HA:100, D7:100, DT:0, DA:100, D9:98, D8:95, DJ:0",9093,Declarer
"CT CQ S7 SA H8 HQ HK D8 DJ DK","CA SJ",false,1,"S7:0, SK:98, ST:100, C8:95, C9:100, CT:0",8512,Declarer
"C9 ST SJ HJ HQ HA D8 D9 DQ DK","C7 CK",false,1,"S7:100, ST:0, SK:100, H7:100, HT:100, HJ:0",7302,Right
"C7 C8 CJ ST H9 HT HA DT DJ DA","CA HQ",false,1,"D7:100, DT:0, D9:100",3891,Right
"C8 CK CA SQ HJ D7 D8 DQ DK DA","C7 S7",false,1,"H7:100, HJ:0, HA:100, S8:98, ST:100, SQ:0",7793,Right
"C8 CT CQ CK S7 SQ SK H7 D9 DT","C7 D8",true,0,"D7:95, DQ:98, DT:0, H8:98, H7:0, SA:100, CJ:95, CT:23, C9:95, ST:85, S7:23, S9:78, H9:0, SK:100, CA:0, HT:0, CK:100, DA:0, HJ:0, CQ:100, DK:0, HQ:0, SQ:100, SJ:0, HK:0, D9:100, DJ:0, HA:0, C8:100, S8:0",35006,Left
"C8 CK S7 SA H7 H9 HT D8 DT DJ","H8 D9",false,1,"S8:98, SQ:93, S7:0, C7:100, C8:0, CQ:98, C9:98, CJ:83, CK:0",13587,Left
"C9 CK S9 SA H7 H9 HQ D8 D9 DA","S8 HT",false,1,"D7:100, DK:100, D9:0, C7:100, C9:0, CQ:100, H8:100, HJ:90, H9:0, DJ:100, D8:0, DQ:88, SJ:93, ST:73, S9:0, HA:93, HK:68, HQ:0, C8:78, CA:58, CK:3, S7:65, SA:0, DT:100",27114,Left
"CK S8 SA HT HQ HK D7 D9 DJ DK","CJ DQ",false,1,"D7:0, DA:98, D8:100, C7:100, CQ:100, CK:0",6293,Declarer
"CT CJ CK S8 SQ HA D7 DT DJ DK","CA HJ",false,1,"H8:100, HK:100, HA:0",3292,Left
"C7 C8 CQ S7 S8 S9 SJ H9 D7 DA","CJ HT",true,0,"H7:100, HQ:93, H9:0, DJ:85, D7:0, DK:93, H8:88, HJ:83, DA:85, ST:35, S9:95, HA:80, CT:35, C8:90, C9:83, SQ:0, SJ:100, HK:65, SK:0, S8:100, DQ:58, CK:0, CQ:100, DT:30, CA:0, C7:100, D9:0, SA:0, S7:100, D8:0",34823,Left
"C8 C9 CQ S8 SJ SQ SK HT HQ DJ","CA D9",false,1,"D7:100, DK:100, DJ:0, S7:100, S8:0, ST:100, H8:100, H9:98, HT:0",9691,Left
"C8 C9 CT CK S7 SQ H8 HJ DJ DA","CQ H9",false,1,"D8:98, DQ:100, DJ:0, H7:100, H8:0, HA:95, ST:100, S9:100, S7:0, DT:98, D9:95, DA:0",13187,Left
"S7 S8 S9 H9 HT HJ HQ HA D7 DQ","D9 DK",false,1,"H7:100, HK:100, HQ:3, C7:98, DQ:8, CA:98, D8:98, DT:80, D7:10, ST:50, S9:13, SQ:90, DA:95, SA:28, HA:30, DJ:85, SK:0, HJ:50, H8:90, CQ:100, H9:0",24293,Left
"CQ CA S8 ST H9 HT HQ D7 D8 DA","SQ D9",false,1,"H7:100, H8:100, H9:0",4411,Left
"CA ST SA H7 H8 HJ HA D9 DQ DK","SK D8",false,1,"C7:100, C9:100, CA:0",3702,Left
"C7 C8 CK CA SJ SK D8 D9 DQ DA","SQ HJ",false,1,"S7:100, SJ:0, S8:100",3885,Right
"C8 CQ S9 SK H8 HJ HQ HK D9 DA","ST H9",false,1,"C8:0, CA:100, CK:95, H7:100, HA:95, HK:0, D7:95, D9:0, D8:100",10008,Declarer
"C7 C8 C9 S7 ST HT HQ D8 DT DQ","SJ SQ",false,1,"S8:100, SA:100, ST:0, H7:95, HT:0, H9:100",7299,Left
"CA S7 ST SJ SQ SA H9 HT HK DT","S9 DJ",false,1,"H7:100, H9:0, HA:100, C8:100, CJ:100, CA:0",7817,Right
"C7 C8 CQ CA S9 SQ SK HQ D7 D9","ST D8",false,1,"H7:95, HQ:0, HK:100, S7:98, SA:95, SK:13, SJ:93, S9:10, S8:95, H8:88, SQ:83, HJ:83, C9:68, HA:83, C8:0, HT:100, H9:35, CA:0, CT:100, DA:73, C7:0, CJ:100, DK:80, CQ:0",28972,Right
"C9 CT CJ CA S7 SJ SA H7 HJ D9","SQ DJ",false,1,"H7:0, HK:100, HA:100, D7:100, D9:0, DA:100, S8:95, CK:98, S7:0, H9:100, HT:100, HJ:0",14331,Declarer
"C8 C9 CT CK SK HJ HQ D9 DT DA","SJ H7",false,1,"H8:100, HT:100, HJ:0",4090,Left
"C7 CQ CK CA S7 S8 H9 HT DT DQ","SK HJ",false,1,"C8:95, C7:0, CT:100, D7:100, D8:100, DT:0",7791,Right
"C8 CK SA H7 H8 H9 D8 D9 DT DK","CT HA",false,1,"H7:0, HJ:98, HK:100, D7:95, D8:0, DA:100, C7:98, C9:98, C8:0, S8:90, SA:0, S7:100",12490,Declarer
"C9 CT CJ ST SA H8 HJ HQ DK DA","SJ DT",false,1,"H7:100, H8:0, HA:100, C7:98, CA:98, CJ:0, HK:95, HQ:0, HT:100, D7:98, DK:0, D8:100",12116,Right
"CK CA S7 S8 S9 SQ H8 D8 DT DJ","C8 CQ",false,1,"H7:100, HA:100, H8:0, D9:98, D8:0, DQ:98, C9:98, CT:95, CK:0",11485,Left
