Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"CQ CK S7 SJ SK SA H9 HT HJ HQ","C9 CT",false,1,"S7:0, SQ:95, ST:100, H8:98, HA:100, HQ:0, D7:100, SA:0, DA:93, CJ:93, C8:100, CQ:0",14946,Declarer
"C8 CT S9 SA H7 HT HA DT DJ DQ","SQ D8",false,1,"C7:100, C8:0, CA:100, S7:100, SK:100, S9:0, S8:93, SA:0, SJ:100",11600,Right
"C8 SJ SQ H7 H9 HJ HA D7 DT DQ","CK S7",false,1,"H7:0, HQ:98, HK:100, C7:100, C8:0, CQ:98, D8:98, DK:100, DQ:0, S9:98, SJ:3, S8:100",16773,Declarer
"CJ CA S9 ST SA HJ HK D8 DQ DK","HQ D9",false,1,"C7:100, CT:100, CJ:0",2823,Left
"C8 CJ CK ST SJ SA H7 H9 HT HQ","SQ DT",false,1,"D7:98, DK:100, SA:0, C9:100, C8:3, CA:88, C7:93, CQ:100, CJ:3, HA:100, HQ:0, HK:80, HJ:100, HT:0, H8:60, S7:100, ST:10, S9:100",22980,Left
"CJ CA S8 SQ SK H8 H9 D9 DT DJ","C8 C9",false,1,"H8:0, HK:100, HA:100, C7:100, CJ:0, CQ:98, S7:98, SJ:100, S8:0, D7:100, D9:0, DK:88, H7:85, DA:95, H9:0",17903,Declarer
"C7 C9 S9 SJ SA H7 H9 HT D9 DK","HJ DA",false,1,"CA:100, C9:0, CK:100, D7:100, D9:0, DJ:93, S8:98, S7:100, S9:0",10695,Right
"CJ H7 H8 H9 HT HJ HQ HA D8 DA","HK D7",true,0,"C7:98, CK:93, CJ:0, S7:100, DA:98, SA:68, S8:68, SK:73, D8:100, C8:83, HA:100, CA:0, D9:0, CQ:83, HQ:100, DT:0, SJ:0, HJ:100, DJ:0, CT:0, HT:100, SQ:0, ST:0, H9:100, DQ:0, S9:0, H8:100, DK:0, C9:0, H7:100",41821,Left
"C7 CT S7 S9 SK SA HJ HQ D8 DT","D9 DK",false,1,"D8:3, HA:100, DA:100, D7:100, DT:0, H7:100",7594,Declarer
"CK CA S7 SJ SK SA H9 D8 DJ DA","CQ H7",false,1,"S7:0, SQ:100, S9:100, C7:98, CT:98, CK:0",6687,Declarer
"C8 C9 CT CJ CQ H9 HJ HA DQ DK","HT HQ",false,1,"S7:100, SA:100, HA:0, C7:100, C8:0, CA:93, HK:98, H7:90, HJ:3, D9:93, D8:100, DQ:0",14211,Left
