Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"CT ST H9 HT HK D8 DT DJ DK DA","CQ SA",false,1,"D7:98, D8:0, S7:100",5024,Right
"C8 CJ CQ CA SK H7 H8 HK D8 DT","HA DQ",false,1,"H7:0, HQ:100, HT:95, S7:100, SA:100, SK:5, D7:100, DT:5, D9:100",11027,Declarer
"CK S8 H7 H8 HT HK D8 DT DJ DK","S9 DQ",true,0,"S7:100, S8:0, SA:98, C7:100, CA:100, CK:15, D7:100, DT:38, DA:95, ST:85, SQ:93, HK:100, H9:73, H8:100, HA:68, C8:60, CQ:50, DK:100, D9:18, D8:100, SK:48, SJ:0, DJ:100, CJ:30, HJ:0, HT:100, CT:0, HQ:0, H7:100, C9:0",38570,Right
"C8 CT CJ S7 S9 SQ SA H9 HK DT","C9 H8",false,1,"S7:0, SK:100, SJ:100, H7:100, HQ:93, H9:0, CQ:100, CJ:0, CK:98, D7:90, DK:98, DT:5, C7:95, C8:0, S8:100",17920,Declarer
"CJ S8 S9 ST SA HJ HQ HK DQ DA","C7 H9",false,1,"S8:0, SK:100, SJ:100, D7:100, DK:98, DQ:0, H7:100, HJ:0, HT:100",10681,Declarer
"C9 CQ CA S7 SQ SA H8 HT HJ DK","CT HA",false,1,"S7:0, SJ:100, SK:100, D7:100, DK:0, DA:100, C7:100, C8:93, C9:0",10115,Declarer
"C7 CQ S9 H9 HJ HK HA D7 D8 DT","S8 H7",false,1,"S7:100, ST:100, S9:0, C9:98, C7:0, CA:95, H8:100, HT:90, H9:5, CT:80, CQ:0, C8:100",15383,Left
"C9 CQ ST H7 HJ HQ HK HA DT DJ","S7 DA",false,1,"C7:100, C9:0, CA:98, D7:100, D8:100, DT:0",7213,Right
"C9 CT SQ SA H7 H8 H9 HJ HQ D9","CK D7",false,1,"H7:0, HA:100, HT:100, C7:98, CQ:100, CT:0, DT:100, D9:5, DA:95, HK:93, DK:100, HQ:3, CA:78, CJ:93, C9:0, S9:55, S8:98, SQ:0",21698,Declarer
"C9 CA S7 S8 S9 SJ H8 HJ HA DJ","C7 SA",false,1,"H7:100, H8:0, HQ:100, D7:98, DK:93, DJ:0, CT:93, C9:0, CQ:93, SQ:98, SK:95, SJ:0, DQ:80, CA:20, DA:83, C8:73, CK:93, HA:50, H9:98, HJ:20, HT:100",24711,Right
"C7 C9 ST SK H7 H9 D7 D9 DJ DQ","D8 DA",true,0,"S8:98, SA:98, SK:35, DT:98, D9:25, HA:100, DK:78, DQ:15, CA:98, HQ:73, H9:18, HJ:95, CT:63, C9:25, C8:63, S7:18, ST:35, SQ:0, H8:0, CQ:0, H7:100, HT:0, SJ:0, DJ:100, HK:0, CJ:0, D7:100, CK:0, S9:0, C7:100",38574,Left
"C8 CK ST SJ HT HQ D7 DT DJ DA","H8 HK",false,1,"H7:98, HA:100, HQ:0, S7:98, ST:0, SK:95, D8:98, DQ:100, DJ:3, HJ:100, HT:5, H9:98, CT:98, C8:3, C9:100, CQ:93, CK:15, CJ:100",21401,Left
"C8 CJ S8 ST SQ SK H8 HJ D9 DQ","CK D7",false,1,"C7:100, CQ:100, CJ:0, S7:100, ST:3, SJ:100, H7:100, HT:90, H8:13, S9:95, S8:18, HA:93, SA:90, SK:3, HK:90, DT:95, D9:15, DA:58, D8:65, DJ:78, DQ:0",25295,Left
"C7 C9 CQ SA H8 D8 DT DJ DK DA","H7 HA",false,1,"D9:93, D8:0, D7:100, CT:98, C9:0, CJ:98, S7:95, SK:83, SA:0",13527,Right
"CA S7 ST SK HJ HQ HK HA D7 DK","S9 SQ",false,1,"H7:100, HJ:0, H9:100",3474,Right
"C7 C8 C9 CT CJ SJ SA H8 H9 HA","S9 DA",false,1,"C7:0, CA:98, CQ:100, HQ:100, HK:98, H9:0, S7:98, SJ:3, SK:100, D7:98, DQ:100, SA:33, ST:88, HA:70, S8:28, H7:73, H8:70, D8:100",20603,Declarer
"C7 C8 CT CK CA S7 S8 HA D8 D9","SK SA",false,1,"C7:0, C9:95, CQ:98, H7:100, HA:0, HT:100",6392,Declarer
"CT CQ S8 SJ H8 HJ HQ HK D7 D8","H7 H9",false,1,"C7:100, CT:0, C9:100",3612,Right
"C8 ST HJ HQ HK D7 D9 DT DJ DA","S8 DQ",false,1,"D7:0, DK:98, D8:100, H8:98, HT:98, HJ:0",7509,Declarer
"C8 CT CQ SQ H7 H8 H9 HQ DK DA","S7 D7",false,1,"H7:0, HK:100, HA:98, D8:95, DK:0, D9:100",8695,Declarer
"C9 CJ CQ CK ST SK SA H8 HQ HA","C7 D7",false,1,"C8:100, CA:100, CK:0, H7:100, H8:0, HJ:100, S8:98, S7:100, ST:0",9401,Left
"C7 CQ S8 SQ H8 HJ HK HA D9 DT","SJ DQ",false,1,"S7:100, S8:0, SA:100, D7:98, CA:100, D9:0",6690,Right
"C8 C9 CA S8 SJ H9 HJ HA D7 DT","SA DJ",false,1,"S7:100, S8:3, SK:98, H8:95, HK:100, HJ:0, C7:100, C8:0, CK:93, HT:98, HQ:95, H9:5, D8:100, D7:3, DA:93, ST:75, S9:100, SJ:0",21402,Right
"C7 CJ CQ CK S8 S9 ST SQ H8 H9","CT DQ",false,1,"H7:100, H8:0, HK:100, D7:100, DA:100, CK:3, C9:100, C7:3, CA:98, SK:90, SA:93, SQ:0, HJ:100, H9:3, HQ:95, DT:83, DJ:83, CQ:8, S7:90, S8:10, C8:100",20203,Right
"C8 CJ CQ S7 H7 H8 HK DJ DQ DK","CT HT",false,1,"S7:0, ST:100, SA:100, C7:100, C8:0, CA:100, S8:90, SK:95, HK:3, D7:98, DJ:0, D9:100",10915,Declarer
"CT S7 SQ SA H8 HJ D7 DT DQ DK","CA SK",false,1,"H7:100, H8:3, HK:98, C7:100, CK:98, CT:0, D9:98, DT:3, D8:100",7988,Right
"C7 CK S8 ST SK HT D9 DT DQ DA","SQ HQ",false,1,"H7:98, HA:100, HT:0, S7:100, S8:0, SJ:100, D8:98, DJ:100, DT:0, D7:100, D9:0, DK:93, C9:93, CJ:98, C7:10, SA:100, SK:10, CQ:70, S9:100, ST:0, H9:100",19079,Left
"C9 S7 ST SQ SK SA HT D8 DT DQ","C8 H7",true,0,"H8:100, HT:3, HA:100, C7:100, CA:93, C9:13, D9:88, D8:33, D7:93, SJ:93, ST:78, S9:93, DJ:80, DT:100, CQ:83, HJ:60, SA:100, HK:78, CT:65, CK:0, SK:100, HQ:0, DQ:100, H9:0, DK:0, SQ:100, CJ:0, DA:0, S7:100, S8:0",27818,Right
"CT CJ S8 S9 ST SJ SA D8 D9 DT","CQ HQ",false,1,"C8:95, C9:100, CT:0",5006,Left
"C7 CQ CA H8 H9 HJ HQ HA D9 DA","CK HT",false,1,"C8:100, C7:0, C9:98, H7:100, DK:100, H8:0",6200,Right
"C7 CQ S9 SK H7 HT D9 DJ DQ DA","SA HJ",false,1,"H8:100, HA:100, HT:0, S7:100, S9:0, SJ:100, S8:100, SQ:98, SK:0",7796,Left
"CQ CK CA S8 H7 HT D7 D8 DT DQ","ST HJ",false,1,"C8:100, CQ:0, C7:100",3576,Right
"C7 CJ S8 SJ SQ SA HJ HQ HA D8","CA DT",false,1,"H7:100, HK:100, HQ:0, D7:100, D8:0, DA:98, S9:98, SK:100, SQ:3, S7:98, S8:0, ST:100, H8:98, HT:95, HJ:0",13118,Left
"C8 CQ S8 SJ SQ SA H7 D7 D9 DJ","S7 H8",true,0,"D8:98, DT:98, D9:3, HT:95, H7:0, HA:100, C9:95, CJ:93, C8:0, HK:93, CQ:15, HQ:75, DK:70, DJ:8, DQ:95, C7:70, SA:20, CT:10, H9:18, DA:20, SQ:73, S9:10, ST:13, S8:48, CK:0, SJ:100, SK:0, CA:0, D7:100, HJ:0",32801,Left
"CJ S8 ST H7 HJ HK HA D8 DJ DK","CA DQ",false,1,"D7:98, DA:100, DK:0, S7:100, S8:0, SA:100, D9:100, CK:100, D8:0, C7:100, CT:100, CJ:0",15101,Left
"C7 CT CJ S8 S9 SK H9 HA DQ DA","HJ D7",false,1,"D9:100, DK:100, DQ:0, H7:100, H9:0, HK:98, C8:95, CA:100, CJ:0, H8:98, HA:0, C9:100",14001,Left
