Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C9 CT CJ ST SQ H7 D8 D9 DQ DA","SA D7",false,1,"S7:98, S9:95, ST:0",4153,Left
"C8 CQ S7 ST SK HT HJ HK DK DA","CA HA",false,1,"D8:98, DQ:100, DK:0",3897,Left
"C7 CJ S9 SQ H9 HT HQ DT DJ DK","CK S7",false,1,"D7:100, DT:0, D8:100",3794,Right
"C7 C8 CA S7 ST HJ HA D8 D9 DJ","S8 DQ",false,1,"H8:100, HJ:0, HK:100, D7:100, DK:98, DJ:0, C9:93, C8:0, CK:100, CT:100, CQ:80, C7:0, SK:95, ST:3, SQ:85, H9:75, HA:0, H7:100",20395,Right
"CJ CA S7 S9 ST H8 H9 HQ HA D9","SA DK",false,1,"S7:0, S8:100, SK:100, H7:100, H8:0, HK:100, D8:100, DT:100, D9:0, D7:100, CA:10, DQ:88, C9:93, CT:80, CJ:0",17986,Declarer
"C7 C8 CT S8 ST SJ H9 HA D8 D9","CJ DK",false,1,"S7:100, S8:3, SA:100, H7:100, H8:100, H9:0",8313,Right
"C9 CT CQ SA HQ HA D7 D9 DT DK","C8 SQ",false,1,"H7:100, H8:100, HQ:0",3881,Left
"C7 CT CJ SJ SQ H8 H9 HA D9 DK","C9 D7",false,1,"S7:93, SA:100, SQ:0, S9:100, SJ:0, S8:100",11008,Left
"C7 CA SK SA H7 H8 H9 HT DQ DA","C8 HK",false,1,"S8:95, SK:0, S7:100",4103,Right
"C7 CQ S8 S9 SQ HJ HQ HK D9 DK","CA SA",false,1,"C7:0, CT:100, CK:100, H7:98, HJ:0, H8:100",6813,Declarer
"C8 CT CJ CA S8 SJ SQ SA HJ D7","H7 DK",true,0,"C7:100, CQ:95, CJ:0, D9:98, D7:0, D8:100, HQ:95, HJ:15, HK:98, H8:95, HA:90, SA:20, C9:85, C8:28, CK:75, S9:80, SK:65, SQ:60, DT:70, SJ:73, ST:0, DJ:0, CA:100, HT:0, DQ:0, CT:100, H9:0, DA:0, S8:100, S7:0",34878,Left
"C9 CJ CQ SJ SQ HJ HK HA D8 DJ","S9 H9",false,1,"D7:100, D9:100, D8:0, C7:100, C9:0, C8:100",7498,Left
