Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C8 CK S7 S9 ST SK HT DT DJ DA","CJ D7",false,1,"D8:95, DT:0, DQ:100, C7:100, CT:100, C8:0, SJ:98, ST:0, SA:90, D9:98, DK:100, DJ:0, C9:100, CK:0, CQ:100",20018,Right
"C8 S8 ST SK SA H9 HT D7 D9 DK","HQ DA",false,1,"S7:100, S8:8, SQ:100, C7:100, CT:88, C8:3, DJ:98, D9:3, DQ:98, D8:95, HA:95, D7:0, DT:100, CA:100, DK:0",16120,Right
"C7 CJ CK S7 S8 S9 ST SJ H8 HQ","H7 HK",true,0,"C8:100, CQ:100, CJ:18, H9:95, H8:8, HA:95, D8:95, D7:90, HQ:78, HT:60, HJ:75, CK:100, CT:38, C7:100, CA:0, D9:0, DA:5, SJ:100, DT:20, ST:100, DQ:0, C9:0, DK:0, S9:100, SQ:0, SK:0, S8:100, DJ:0, S7:100, SA:0",38193,Left
"C9 CT CQ S8 S9 ST SK HJ HA DQ","S7 HT",false,1,"S8:0, SQ:95, SA:100, C7:100, C9:0, CA:98, H7:95, H9:100, HJ:0",11197,Declarer
"C9 CA S8 SA H7 HQ D8 DT DJ DQ","H8 HA",false,1,"S7:98, SJ:100, S8:0, C8:100, C9:0, CK:100, ST:100, S9:98, SA:0",11197,Left
"C9 CQ CA S7 SA D8 D9 DJ DQ DA","H8 HJ",false,1,"D7:100, D8:0, DT:98, C8:100, C7:100, C9:0",7414,Right
"CQ CK S8 ST SJ SQ H8 DJ DK DA","SA D7",false,1,"S8:0, SK:100, S9:95, H7:100, HK:100, H8:0, C7:98, CQ:0, C8:100",10178,Declarer
"CJ CA S7 S8 ST SQ SK H9 HK D7","CQ S9",false,1,"D7:0, DK:98, DA:100, H7:100, H9:0, HA:100, C8:98, C7:98, CJ:0",10716,Declarer
"C9 CT CJ S9 SQ HK HA D9 DJ DK","S8 H7",false,1,"S9:0, SA:100, SK:100, S7:95, CA:100, SQ:0",6587,Declarer
"C9 CQ CK SJ SQ H7 HJ HQ D9 DK","S8 DT",false,1,"C7:100, C9:0, CA:100, C8:100, CJ:100, CQ:0",6315,Right
"C8 C9 S7 ST SJ SQ SA HT HJ HK","C7 DA",false,1,"S7:0, CA:100, SK:100, S8:100, ST:0, D7:100",6182,Declarer
"C7 C8 CA S7 S9 SJ SQ HQ D9 DT","H8 D8",false,1,"H9:100, HA:98, HQ:5, S8:100, S7:0, SA:100, ST:95, DA:100, S9:5, SK:93, HK:88, SQ:20, DJ:78, DK:85, DT:13, CK:88, C8:0, CQ:75, D7:70, D9:18, DQ:48, C9:50, HJ:78, C7:0, CT:100, HT:63, CA:0",31519,Left
"CJ CQ S9 SJ SK HJ HQ HK D7 D8","H7 D9",false,1,"H8:100, HJ:0, C7:100",4096,Right
"C8 CT S7 SA H7 H9 HT DT DQ DA","S8 D8",false,1,"C7:100, CK:95, CT:0, S9:98, S7:3, SQ:95, H8:100, HA:98, HT:0, SK:98, SA:0, ST:100",14292,Left
"C7 C9 CK CA S8 ST SA H9 HT D9","SJ D7",true,0,"C7:0, CQ:98, CJ:100, H7:98, HK:98, HT:3, S7:100, S8:0, SK:93, H8:98, HQ:100, H9:5, DQ:98, D9:10, DJ:90, D8:90, SA:18, DK:48, DT:33, DA:73, ST:55, S9:75, CA:70, SQ:0, HJ:0, CT:58, CK:100, HA:0, C8:0, C9:100",33317,Declarer
"C7 C9 CK S7 S8 SA H8 H9 HQ DQ","CA HK",false,1,"D7:98, DQ:0, D9:100",3777,Right
"C7 C9 CQ CK SJ H8 HJ HQ DK DA","SA DT",false,1,"D7:100, DK:0, DJ:100",4306,Right
"C8 CJ CK ST SQ SA HQ HK D8 DQ","S8 S9",false,1,"C8:0, CA:100, C9:100, H9:95, HA:100, HK:0, H7:100, HQ:0, HT:100",11915,Declarer
"C7 CT CQ CA S7 HJ HQ HA D7 DQ","HT DT",false,1,"C7:0, CK:100, CJ:98, H7:100, HK:95, HQ:0, S8:100, S7:0, SA:100, C8:100, C9:93, CT:0",15768,Declarer
"S7 S8 ST SJ H8 HK D8 DT DQ DK","C7 CT",false,1,"D7:100, DT:3, DA:100, D9:93, CA:98, D8:0, H7:100, HQ:100, H8:0, S9:95, S8:0, SA:100, HJ:100, HT:80, HK:0",20924,Right
"CK CA ST SQ SA HT HQ HK D8 DK","C8 D7",false,1,"S8:98, SK:98, SQ:0, C7:100, CK:0, CT:100",7077,Left
"C9 CJ CK SJ SQ H8 H9 HT DT DJ","H7 D9",false,1,"C7:100, CQ:100, CJ:0, S8:100, SJ:0, SA:100, S7:98, ST:93, SQ:0",10606,Left
"C8 CK CA S7 ST SA H9 HK DQ DK","C7 CQ",false,1,"S7:0, SK:100, SQ:100, H8:100, HQ:98, H9:0, H7:100, HK:0, HT:100",10507,Declarer
"C9 CK S7 SQ H7 H9 HK D8 D9 DT","C7 HQ",false,1,"D7:100, D8:0, DA:100, C8:98, CJ:98, C9:3, H8:98, H7:0, HJ:98, ST:93, S9:95, S7:3, CT:83, DQ:88, CK:0",17379,Right
"C9 CA S7 S8 ST SQ HK DJ DQ DK","SJ DA",false,1,"H7:98, HQ:98, HK:0",4006,Left
"S8 ST SK H7 H9 HT HQ HA D7 DK","CK DA",false,1,"H7:0, HJ:95, HK:100, C7:100, DK:3, CA:95, H8:93, SQ:100, H9:0",14013,Declarer
"CQ CA S9 SK H7 D7 D9 DT DJ DA","CJ S8",false,1,"ST:98, SA:100, SK:0, C7:100, CQ:0, C8:100",6290,Left
"C7 C9 CT S7 S8 S9 H7 H8 HK DT","CK HQ",true,0,"DT:13, DA:98, DK:100, H9:98, HA:98, HK:100, HT:90, H8:100, HJ:93, CJ:78, CQ:88, CT:100, ST:90, S9:100, SK:80, SJ:78, SA:88, S8:100, D7:83, C9:100, D9:0, D8:0, DQ:13, S7:100, C8:50, C7:100, CA:0, SQ:0, DJ:0, H7:100",36512,Declarer
"C7 CQ CA S9 HT HK D8 DT DK DA","S7 DJ",false,1,"C7:0, CK:98, CT:100, D7:100, SA:100, D8:0",6581,Declarer
"C7 CT H7 H8 HT HJ HK D7 D8 DK","S8 H9",true,0,"H7:40, HA:98, DA:100, HQ:90, DJ:100, HJ:73, CA:75, CK:100, CT:93, D9:80, DT:98, D8:100, C8:93, C7:100, SA:48, ST:85, HK:100, S9:38, S7:0, DK:100, SK:0, SJ:0, CQ:0, HT:100, DQ:0, CJ:0, D7:100, SQ:0, C9:0, H8:100",55118,Declarer
"C7 CQ S9 SJ SK SA H7 HK DQ DK","C9 DA",false,1,"D7:98, DQ:0, D9:100",3688,Right
"CJ CK CA SJ H7 HK D7 D8 DJ DQ","CT HA",false,1,"C7:100, CJ:0, C9:100",3585,Right
"C7 C9 CT S7 S9 SQ HT HK D8 DQ","CK SK",false,1,"S8:95, SJ:98, S9:0, D7:100, D8:0, DA:100, H7:98, HQ:98, HT:0, C8:98, C7:3, CJ:100, H8:88, HJ:95, HK:0",19111,Left
"C9 CT CJ CQ CA H9 HA D9 DQ DK","D8 DA",false,1,"S7:98, HA:0, SK:100, H7:100, H8:100, H9:0",6902,Right
"C7 C8 S8 SJ SQ D7 D8 D9 DT DK","S7 DA",true,0,"H8:100, SQ:15, H7:95, C9:88, C8:35, CA:85, CT:83, CJ:80, C7:38, DJ:80, DT:50, SA:85, S9:28, S8:33, HA:68, H9:0, DK:100, HK:55, CQ:52, CK:0, SJ:100, ST:0, D9:100, HQ:0, DQ:0, D8:100, HJ:0, SK:0, D7:100, HT:0",36907,Right
"C9 CJ S7 S9 SJ SA H8 HQ DJ DA","H7 H9",false,1,"D7:100, DQ:98, DJ:0, D8:95, DA:0, DT:100",6700,Left
"C8 CT CQ CK S8 SJ SA H7 HA DJ","HT DK",false,1,"D8:100, DA:98, DJ:0, D7:100, HA:5, D9:98, C9:98, CJ:93, CT:3, H8:90, H7:10, HK:95, SQ:100, ST:88, SJ:20, SK:95, S7:70, S8:20, HJ:98, H9:48, SA:55, C7:100, DQ:100, C8:0",27876,Left
"C7 C9 CJ S9 SJ SK H7 HK D9 DJ","H8 H9",false,1,"S7:100, S9:0, SQ:100, C8:93, CA:100, CJ:0, S8:100, SJ:0, ST:100",12202,Right
"C8 CQ CK S8 S9 SK H8 HQ DJ DA","C9 SJ",false,1,"C8:0, CJ:93, CA:100, C7:100, CQ:0, CT:100",6698,Declarer
"C8 C9 CJ CK S8 ST H7 HT HQ DA","H8 D7",false,1,"H7:0, HA:95, CA:100, D8:95, DK:100, DA:0",10101,Declarer
"CJ CQ CA H7 HT HA D9 DQ DK DA","C9 SQ",false,1,"D7:100, D9:0, DJ:98, H8:98, HK:100, HT:0, C8:100, CJ:0, C7:100",11123,Right
"CQ CA S7 S8 SK SA HQ HK DQ DK","HJ DJ",false,1,"S7:0, ST:100, SQ:100, H7:100, HQ:0, HA:100, S9:93, SJ:98, S8:0, DT:90, DQ:0, D7:100",13371,Declarer
"C9 CT S9 ST SJ SQ H7 HQ HA DT","H9 DK",false,1,"S8:100, S9:0, SA:100, S7:100, SK:95, SQ:0, D9:90, DT:0, DQ:100, D7:95, DJ:78, HA:18, HK:63, HQ:43, HJ:83, C8:63, C9:63, C7:100",20912,Right
"C7 C8 C9 CA S7 SQ H7 H9 HA DA","HQ HK",false,1,"H7:0, H8:98, HJ:100, HT:95, H9:0, SA:100, CT:93, C9:0, CQ:95, D8:93, D7:85, DA:0",14306,Declarer
"CJ CQ CK S9 SJ SK HT HQ DJ DQ","HJ HK",false,1,"S7:100, S8:100, S9:0",3289,Left
"C8 CQ CK S7 ST SK SA HT DT DJ","HJ D7",false,1,"C7:100, C8:0, CA:98, S8:95, SJ:98, ST:0, CJ:100, CQ:0, C9:100",9705,Right
"C8 CT CJ CK S7 ST HA D7 D8 DA","C7 S9",false,1,"H7:100, HA:0, HT:100",2998,Right
"C7 C8 CA S8 S9 ST SJ SK HT HQ","H8 HJ",false,1,"C7:0, CQ:100, CK:100, S7:100, S8:0, SA:100, D9:98, DA:100, CA:15, C9:93, C8:15, CJ:43, D7:63, DJ:95, HQ:25, SQ:95, SJ:35, HA:55, H7:52, HT:25, H9:100",23498,Declarer
"CT CJ CA S8 S9 ST SA HA D9 DA","SK DT",false,1,"D7:100, D9:0, DK:100, S7:100, SQ:100, ST:0, C7:100, CT:0, C8:100",10294,Right
"C8 CJ S7 S8 SQ SA H7 HA D8 DJ","HQ DK",false,1,"C7:100, C8:0, CK:100, S9:98, SJ:98, S8:0, H8:95, H7:0, HJ:98, HK:95, HT:83, HA:0",13402,Right
"C8 CQ S7 S8 HT HJ D8 D9 DK DA","ST SJ",false,1,"S7:0, SA:98, S9:100, H8:98, H9:100, HT:0",7210,Declarer
"C9 CJ CK S8 S9 ST SK SA HA DJ","CA S7",false,1,"S8:0, SQ:100, SJ:98, H7:100, HQ:100, HA:0",7093,Declarer
"C7 C9 CJ S8 SQ SK SA HJ HQ DK","CA H7",false,1,"C7:0, CK:98, CQ:98, D8:100, DQ:100, DK:0",6888,Declarer
"C7 C9 CQ CK CA SJ H9 HQ D8 DT","CT H8",false,1,"S8:100, SJ:0, S7:100",4523,Right
"C7 C9 CJ CA SJ SA HT DT DK DA","S7 D8",false,1,"H8:100, HT:0, H7:100",4278,Right
