Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C9 CT CK ST SK H7 HJ D7 D8 DJ","C8 SQ",false,1,"C7:100, C9:0, CJ:100, S7:100, SJ:95, ST:5, S9:93, SK:3, S8:100",10944,Right
"C8 CK S7 S9 ST SK SA H8 HJ D9","CJ DQ",false,1,"H7:100, HA:98, HJ:5, H9:100, H8:13, HK:90, S8:95, SJ:100, ST:3, C7:100, C8:0, CA:90, D8:88, D7:100, D9:0",18198,Left
"C7 C9 CT S8 SQ HT HK HA D8 DJ","C8 ST",false,1,"D7:100, D8:0, DQ:100, S9:100, S7:100, S8:0, CJ:100, SA:98, CT:3, H9:100, HQ:93, HT:0, H8:98, HK:0, H7:100",18993,Right
"C7 CJ S9 SA H7 HT HQ HA DJ DQ","CK D7",false,1,"S8:95, S9:0, SK:100, C8:100, C9:95, C7:0, DT:88, DJ:0, D8:100",13388,Right
"CQ S8 ST SJ SA H8 H9 HJ D8 DQ","C9 DA",false,1,"S9:100, S8:0, S7:100, C7:100, CQ:0, CA:100, D7:100, DK:90, DQ:23, DT:100, D8:40, D9:88, CJ:95, HJ:68, CT:88, SQ:100, SJ:55, HK:85, SK:85, ST:68, HT:48, H7:83, H8:75, C8:100",27906,Right
"CQ S7 SJ SQ H8 H9 HT HA DJ DK","S8 DQ",false,1,"H7:100, H8:0, HK:100, D7:100, D9:100, DJ:0",7113,Right
"CT CJ ST SK H8 HT HK DJ DQ DA","HJ D9",false,1,"H7:100, H8:0, HA:98, C7:100, CK:100, CJ:0, D7:100, DJ:0, C8:100",11377,Right
"C7 C9 CT CJ CQ SQ H9 HJ HK DQ","S9 SA",false,1,"D7:100, DA:95, DQ:3, S7:95, SQ:0, SK:100, H7:98, H8:100, H9:0",9992,Left
"CQ CA S8 S9 ST H8 HK D7 DJ DA","C9 DK",false,1,"D7:0, DQ:100, DT:95, C7:100, CK:100, CQ:0, S7:100, S8:0, SA:95, SJ:95, SK:93, ST:0, H7:88, H8:0, HA:93, C8:88, HQ:98, CA:0",19222,Declarer
"C8 CT CQ S9 SJ SK H8 HQ HA D9","S8 D7",false,1,"S7:100, SA:100, SK:0, H7:98, H8:0, HJ:98, DT:100, DQ:95, D9:0, H9:93, HQ:0, C7:100",18197,Left
"C7 CT CQ SK SA H9 HJ HQ DT DA","C8 SJ",false,1,"S7:98, SK:0, S9:100",5301,Right
"C7 C9 CK S7 SK H7 H9 HT D7 DT","ST DQ",true,0,"D8:100, D9:98, D7:0, H8:100, H7:3, HK:98, S8:100, SJ:83, S7:5, SA:95, SK:65, SQ:93, DA:80, DT:73, DK:95, C8:88, C7:80, CA:83, S9:65, HA:63, CK:100, DJ:55, HQ:52, HT:100, CJ:0, CT:30, C9:100, CQ:0, HJ:0, H9:100",35396,Left
"C9 CT CA ST SJ SA H7 HT HQ DQ","CK D8",false,1,"H7:0, HA:100, HK:100, C7:100, CQ:100, CT:0, D7:100, DQ:0, DA:100, S9:98, S8:100, ST:0",12483,Declarer
"C9 CJ CK S9 SQ SK H7 H8 D9 DA","H9 HT",false,1,"S7:100, S9:0, SA:100, C7:100, CA:98, CK:0, D8:98, D9:0, D7:100",10306,Right
"C8 C9 CQ ST SQ D8 DT DJ DQ DA","SJ HT",false,1,"D8:3, DK:98, D9:100, SK:100, S9:98, SQ:3, H7:100, HK:100, ST:8, D7:90, DT:0, C7:100",14707,Declarer
"CJ CQ CK CA S7 S9 SA H7 DT DK","ST SJ",false,1,"C7:100, CJ:0, C9:100",3409,Right
"C7 CT CJ CQ CK ST SA HT HK DJ","D8 D9",false,1,"C7:0, CA:100, C9:100, S7:100, SK:100, ST:0, H7:100, HT:0, H8:100",11308,Declarer
"CA SQ SK SA H8 HQ HK HA D7 DK","D8 DQ",false,1,"C7:98, CA:0, C8:100",5095,Right
"C8 CT CJ ST SA H8 H9 HA DQ DK","SJ HJ",false,1,"H7:100, H8:0, HK:100, S7:100, SQ:100, ST:0, C7:100, C8:0, CA:98, C9:98, CQ:93, CJ:0, D8:98, DQ:0, D7:100",16674,Right
"C7 CT CK S7 S8 S9 ST SJ SQ DK","C8 DJ",true,0,"D7:98, DA:90, DK:55, C9:95, C7:23, CQ:98, D8:95, D9:93, CK:85, H8:73, CT:100, HQ:55, CJ:68, CA:0, SQ:100, HT:0, SJ:100, HJ:0, H7:0, HA:0, ST:100, SK:0, S9:100, DQ:0, HK:0, S8:100, H9:0, SA:0, S7:100, DT:0",37311,Left
"C7 CQ CK S8 ST H7 D7 D9 DJ DA","CT HQ",true,0,"C8:95, C7:0, CA:95, S7:100, SK:93, ST:0, DT:95, D9:0, D8:98, DQ:88, DJ:0, DK:95, HJ:88, HT:85, H7:0, S9:88, SQ:63, S8:5, H8:50, CK:15, SA:0, H9:0, DA:100, CJ:0, HK:0, CQ:100, SJ:0, HA:0, D7:100, C9:0",33608,Right
"C8 CT CJ S7 S8 S9 H8 HT HJ HA","C7 DT",true,0,"D7:100, HA:0, DA:43, HQ:33, H9:90, HJ:5, CQ:48, CK:90, CJ:13, C9:100, C8:13, CA:20, HK:25, H7:15, HT:25, D9:18, DQ:0, CT:100, SQ:15, S9:100, SK:8, SJ:13, SA:0, S8:100, D8:0, H8:100, DK:0, DJ:0, ST:0, S7:100",47078,Right
"C7 CJ S7 SJ SK SA H7 HJ DJ DA","HT DT",false,1,"H7:0, HA:100, H8:100, S9:100, SQ:100, SJ:0, D7:100, DJ:0, D8:100",8817,Declarer
"C8 CQ CK S7 H8 HJ D9 DT DQ DK","C9 HA",true,0,"D7:100, D9:0, DJ:100, H7:100, HK:98, HJ:0, CJ:98, C8:0, CT:88, CA:100, CK:8, C7:88, S8:95, S7:8, SJ:80, H9:78, SQ:90, H8:48, HT:100, SA:75, CQ:73, ST:0, S9:73, DK:100, HQ:0, DA:0, DQ:100, SK:0, D8:0, DT:100",31090,Right
"CJ S7 SJ SK H9 HK HA D9 DT DA","CT HJ",false,1,"C8:100, CJ:0, CK:100, C7:100, C9:90, HA:0, S8:95, S7:0, S9:100, H7:98, HT:90, H9:0, DQ:73, DT:5, DK:83, DJ:98, SA:70, D9:0, D7:100, CA:83, DA:0",26299,Right
"CJ CK S8 SQ HK HA D9 DJ DK DA","H7 D8",false,1,"D7:100, D9:0, S7:100",3586,Right
"C8 CQ S7 S8 SA D9 DT DQ DK DA","CJ D7",false,1,"C9:100, CA:100, CQ:0, S9:100, S8:0, SK:83, ST:83, HJ:100, S7:0, SJ:100, CT:93, SA:0",15013,Left
"CT CA S7 H8 HK HA D7 D9 DQ DK","S9 HT",false,1,"C7:100, CT:0, CJ:100, S8:98, SA:98, S7:0, H7:98, H8:0, HQ:100, C8:100, CK:90, CA:0",13226,Right
"C8 CJ CQ S7 S9 SJ H8 HJ HA DT","C9 CK",false,1,"D7:100, DT:0, DK:100, H7:100, HK:100, HJ:0, S8:100, S7:3, SA:98, C7:98, CT:95, C8:8, SQ:90, SJ:18, ST:78, H9:80, H8:28, CA:70, HT:100, HA:0, D9:100",18885,Right
"C8 CK CA SK HJ HQ HK D7 DJ DQ","H9 DK",false,1,"S7:98, SK:0, S8:100",4487,Right
"C7 CK S8 SQ SA HJ HQ HK HA D8","CQ SK",false,1,"D7:100, D8:0, DK:100, S7:100, SJ:100, S8:0, H7:100, HJ:0, H8:100",9485,Right
