Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C7 CQ CK SA H8 HT HJ HK DT DK","H9 DQ",false,1,"C7:0, CA:100, CJ:95, H7:100, HA:98, HK:0, D8:95, DT:0, D7:100",10326,Declarer
"C8 CT S7 S9 SJ SK SA HQ D8 DT","SQ HJ",true,0,"H7:100, HQ:0, HA:100, S8:100, ST:93, S9:50, CJ:100, CT:35, C9:98, CQ:90, C8:80, C7:93, D7:90, D8:85, DQ:90, H8:80, CA:95, SA:100, D9:75, DA:0, DT:100, DJ:0, SK:100, HK:38, DK:0, SJ:100, HT:13, CK:0, S7:100, H9:0",38509,Right
"CT S7 S8 S9 SJ SK SA H8 HT HA","C9 CJ",true,0,"H9:95, HQ:100, HT:5, D8:98, CT:25, DA:58, CK:52, CQ:88, HA:90, D7:0, DJ:52, H8:100, H7:55, SA:100, HK:0, ST:0, HJ:0, S9:100, DQ:0, DT:0, SK:100, SQ:0, D9:0, SJ:100, DK:0, C8:0, S8:100, CA:0, C7:0, S7:100",39789,Left
"C7 CJ CA S7 H9 HT HK D7 DJ DQ","CQ D9",false,1,"H8:98, HQ:100, HT:0, D8:100, D7:3, DA:100, C8:100, CK:100, CJ:0, C9:100, C7:0, HA:95, H7:100, H9:0, S8:100",18213,Left
"CJ S7 ST SJ SQ SA H7 HJ D7 D9","CK SK",true,0,"S8:98, S9:100, S7:3, C8:100, CJ:13, CA:100, H8:98, HA:98, HJ:100, D8:100, D7:100, DA:98, C7:88, C9:95, SA:100, DT:78, D9:100, DK:70, HT:55, H9:23, H7:100, HQ:33, HK:0, SQ:100, DJ:0, SJ:100, CQ:0, DQ:0, ST:100, CT:0",36687,Left
"C8 C9 CA SJ H8 H9 HJ HK D9 DJ","H7 D8",false,1,"H8:0, HA:100, HQ:98, C7:100, CJ:100, C9:0, CT:95, C8:0, CK:98, S7:90, SA:88, SJ:3, DT:93, D9:5, SK:90, D7:100, DJ:0, S8:100",20816,Declarer
"C8 CT CQ H7 HJ HQ DT DJ DK DA","S8 SQ",false,1,"H7:0, HA:100, H9:100, S7:100, SA:100, DA:0, C7:95, C8:0, CA:100, H8:100, SK:100, HJ:0",14896,Declarer
"CQ S8 ST SJ SK H8 H9 D7 D8 DT","C9 DA",true,0,"C7:98, CQ:0, CA:100, S7:98, SQ:100, SJ:65, C8:98, H9:85, CJ:85, HT:78, H7:83, H8:100, SA:85, S9:50, SK:100, HJ:85, HQ:50, ST:100, DQ:0, DT:100, DJ:8, CK:0, D8:100, CT:0, DK:30, D7:100, D9:0, HA:0, S8:100, HK:0",34676,Right
"C8 CT CQ S7 S9 SA H7 H9 HT DT","CJ HQ",true,0,"D8:100, DT:0, DA:100, C7:100, CA:98, CQ:23, S8:100, S7:15, SQ:95, SJ:98, SK:90, S9:18, C9:95, C8:38, CK:98, HJ:85, HK:93, HT:45, D9:55, SA:100, D7:58, DJ:38, CT:100, DK:33, H8:45, DQ:70, H7:100, HA:0, ST:0, H9:100",37209,Right
"C8 CQ CK CA S8 ST SQ H9 DK DA","HT D7",false,1,"S8:0, SA:100, S9:100, D8:100, DQ:100, DK:0",7495,Declarer
"C7 CQ CK S7 HK HA D7 DT DJ DA","CA SK",false,1,"D7:0, DK:98, DQ:98, H8:100, HJ:95, HK:0",6798,Declarer
"C9 S7 S9 SJ H9 HT HJ DT DK DA","CT HA",false,1,"D7:100, DQ:100, DT:0, H7:100, H9:0, HK:98, SK:98, SQ:100, SJ:0, C8:95, C7:100, C9:0",12294,Left
