Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"CT CK ST SJ SA H9 HA DJ DK DA","S9 SK",false,1,"S7:100, ST:0, SQ:100, D8:100, DQ:100, DJ:0, D7:100, DK:0, S8:100",9554,Right
"C7 CQ S8 S9 ST SQ HJ HK DJ DK","CA SJ",false,1,"C7:0, CK:100, CJ:100, C8:100, CT:100, CQ:0",6772,Declarer
"C9 CK S9 H7 H9 HQ HK HA DJ DQ","CJ CA",false,1,"D7:100, DT:100, DJ:0",3808,Left
"C7 CT CJ H8 H9 HT HJ HA DJ DA","S9 H7",false,1,"C8:100, CA:100, CJ:0, C9:90, C7:0, CK:95, D8:100, DT:90, DJ:0",14994,Left
"C7 CQ SJ SK H7 H8 HJ D8 DT DA","S8 S9",false,1,"H9:98, H8:0, HA:100, S7:100, SQ:93, SJ:0, C9:90, CQ:3, C8:100",12394,Right
"C8 CJ CQ S8 S9 SJ HK DT DQ DA","ST HJ",false,1,"C7:98, CA:100, CQ:0, S7:100, S8:0, SA:100, H8:93, HQ:100, HK:0",11001,Left
"C8 C9 CQ CA ST SK HK D7 D9 DJ","H7 DK",false,1,"S8:100, ST:0, SA:100, C7:100, CK:98, CQ:0, CJ:95, C9:0, CT:100, H8:98, HK:0, HJ:100",15296,Right
"C8 CJ S7 ST H8 HT HK DT DK DA","CQ HA",false,1,"D7:100, DT:0, D9:100",3624,Right
"CQ CK CA ST SK SA HK D7 D9 DK","C9 H7",false,1,"S7:100, SJ:100, ST:0, H8:100, HK:0, HJ:100",6593,Left
"C7 CJ CK S7 ST SK H8 HT DQ DK","SJ DA",false,1,"C7:0, CQ:100, CA:100, D7:98, DQ:0, D9:100",6777,Declarer
"C8 C9 CJ S7 SQ H7 HT HA D8 DA","H8 DK",false,1,"C7:100, C8:0, CA:100, S8:100, SK:98, SQ:0, D7:98, D8:0, DQ:95, H9:98, HJ:98, HT:0, S9:83, S7:3, SA:83, CT:93, CQ:80, CJ:0, D9:70, DA:0, ST:100",27202,Right
