Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C8 S8 S9 H9 HT D8 DT DJ DK DA","SK H7",true,0,"D7:100, D8:5, DQ:95, ST:95, SJ:98, S9:3, C7:100, C8:5, CK:98, H8:93, HQ:100, HT:18, C9:100, DA:15, CJ:45, SQ:38, S7:90, S8:40, CT:15, CA:58, DK:35, HJ:60, H9:60, HA:0, HK:0, CQ:15, DJ:100, SA:0, D9:0, DT:100",36239,Right
"CK CA S7 SJ H7 H9 HJ DT DJ DA","C7 ST",false,1,"D8:100, D7:100, DT:0",4105,Left
"C8 C9 CT ST HK HA D7 D8 DT DK","S9 D9",false,1,"D7:0, CA:95, DA:98, S7:100, ST:0, SQ:100, H7:95, HJ:95, HK:0",12087,Declarer
"C8 C9 CQ CA SJ HJ HA D7 D8 DA","H7 H9",false,1,"D7:0, DK:100, DT:100, CT:95, CJ:100, C9:0, S7:98, SJ:0, ST:100",11099,Declarer
"CJ CK S8 S9 SA H9 HJ HA D8 DJ","C9 SQ",false,1,"S7:100, SK:100, S9:0, H7:100, H9:0, HT:100, D7:100, DT:98, D8:0, C7:98, CJ:0, CA:100, DQ:90, D9:88, DJ:0, DK:90, DA:52, CK:15, H8:68, HJ:13, C8:100",23192,Left
"C7 CQ CK S7 S9 SK D7 D8 D9 DJ","CJ HA",false,1,"C8:100, C7:0, SA:100, C9:100, CQ:0, H7:100",8029,Right
"CT CQ CK S8 SA H7 H8 H9 HT HJ","HK DJ",false,1,"H7:0, HQ:100, HA:100, C8:100, CT:0, C7:100",6688,Declarer
"CT CJ CA S7 S8 S9 HT HJ HA DT","ST DQ",false,1,"H7:100, HK:100, HJ:0, SJ:98, S9:0, SA:93, H8:100, HQ:100, HT:0, DJ:100, DT:0, DK:93, C8:93, C7:100, CT:0",17480,Left
"C8 CT S9 SQ SA H7 H9 HT HQ DA","CJ H8",false,1,"H7:0, CA:100, HA:100, D7:100, DA:0, D8:100",6910,Declarer
"C8 C9 CJ CK CA S8 ST SJ HT D9","H8 DT",false,1,"H9:100, HA:100, HT:3, S7:100, ST:5, S9:100",10189,Left
"C8 S7 S8 ST SJ SK SA HT HQ DT","CA D9",false,1,"S7:5, S9:100, SQ:95, H9:100, HT:5, HA:100, D7:98, D8:100, DT:0",12625,Declarer
"CT CJ S7 SJ SK HK HA DT DJ DA","C7 S8",false,1,"D7:100, DT:0, D8:100",3869,Right
"C8 CA SJ SQ HT HJ D7 D8 DT DJ","C9 SA",false,1,"D7:0, DA:100, DK:100, H7:100, HQ:98, HJ:0, H8:100, HT:0, HA:100, S7:100, S9:95, SJ:0",13600,Declarer
"C9 CT SQ SA H7 H9 HT HA D9 DA","S8 HQ",false,1,"S7:98, SK:95, SQ:0, C7:98, C9:0, CQ:100, D7:98, D8:98, D9:0",11206,Left
"C9 CJ CQ CA S7 SK SA D7 DT DK","C7 HJ",false,1,"C8:98, C9:0, CT:100, H7:95, HT:95, SA:0, D8:95, D7:0, DQ:75, S8:83, CK:88, S7:0, S9:100, HA:100, SK:0",21295,Right
"CT CJ CA ST SK H8 H9 D8 DT DA","DQ DK",false,1,"H8:0, HJ:100, HA:100, S7:100, ST:0, S8:100",7424,Declarer
"C8 CQ CK S7 ST SK H8 HQ HA DT","SA D8",false,1,"H7:100, HK:100, HQ:0, S9:95, S7:0, SJ:93, D7:100, DA:88, DT:0, DK:95, HA:3, DQ:93, CJ:95, C8:0, CT:90, SQ:80, ST:5, S8:52, C7:88, CQ:25, D9:100",24592,Left
"C7 C8 C9 CJ ST H9 HK D8 D9 DJ","H8 HA",false,1,"HT:100, H9:0, HQ:100, S7:100, S9:98, ST:0",8308,Right
"C8 CT CJ CK S8 SJ H8 HT D7 DK","S7 HJ",false,1,"C7:100, C9:98, C8:3, H7:100, H8:3, HK:98, S9:95, SA:93, SJ:5, D9:93, D7:3, DQ:98, ST:93, SK:80, S8:8, H9:75, HT:20, D8:100",21771,Left
"S8 SQ H8 H9 HJ HQ HK HA DJ DK","CJ SK",true,0,"H8:3, HT:100, H7:95, S7:100, SA:100, SQ:3, D8:100, DJ:0, DA:100, C7:95, CT:95, DK:100, D9:73, HA:100, DT:90, S9:98, CA:68, S8:100, ST:100, DQ:98, HK:100, D7:0, CQ:0, HQ:100, SJ:0, C9:0, HJ:100, CK:0, C8:0, H9:100",32827,Declarer
"CJ S7 S8 H8 D8 D9 DT DJ DQ DK","SQ H7",false,1,"D7:100, HA:100, D8:0",3580,Left
"C9 CQ CK S8 SJ H9 HK DJ DQ DA","SQ DT",false,1,"S8:0, SA:98, S7:100, H7:100, HA:100, HK:0, HT:98, H9:0, DK:98, C7:98, C9:0, C8:100",13619,Declarer
"CT CJ CQ S7 ST SA H7 H8 HK D7","DT DK",true,0,"C8:100, CT:0, CK:100, C7:100, CA:90, CQ:0, S8:93, S7:0, SK:98, D8:98, DJ:88, D7:5, HT:78, H8:3, HQ:95, D9:93, DA:40, SA:23, SJ:20, ST:35, S9:33, HJ:8, H7:35, H9:0, SQ:0, CJ:100, DQ:0, HA:0, HK:100, C9:0",28384,Right
"C7 C8 CQ CA S8 H7 D7 D9 DJ DK","HT DA",true,0,"HJ:73, H7:60, HK:100, S7:100, SA:28, S8:90, CK:25, CQ:98, CJ:95, S9:0, CA:100, DT:90, ST:0, DK:100, CT:90, SJ:0, DJ:100, DQ:83, HQ:0, D9:100, H9:0, SQ:0, C8:100, C9:0, SK:0, D7:100, H8:0, HA:0, C7:100, D8:0",42497,Right
